underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPX,1416.6,*,SPX070120C00800000,,call,01/20/2007,01/03/2007,800,0,615.6,617.6,0,0,0.0868,1,0,-42.7781,0,SPX070120C00800000
SPX,1416.6,*,SPX070120C00850000,,call,01/20/2007,01/03/2007,850,0,565.8,567.8,0,0,0.0868,1,0,-45.4517,0,SPX070120C00850000
SPX,1416.6,*,SXB070120C00900000,,call,01/20/2007,01/03/2007,900,0,515.9,517.9,0,0,0.0868,1,0,-48.1253,0,SXB070120C00900000
SPX,1416.6,*,SXB070120C00950000,,call,01/20/2007,01/03/2007,950,466.8,466,468,0,10,0.0868,1,0,-50.799,0,SXB070120C00950000
SPX,1416.6,*,SXB070120C00975000,,call,01/20/2007,01/03/2007,975,0,441,443,0,0,0.0868,1,0,-52.1358,0,SXB070120C00975000
SPX,1416.6,*,SPQ070120C01000000,,call,01/20/2007,01/03/2007,1000,0,416.1,418.1,0,0,0.0868,1,0,-53.4726,0,SPQ070120C01000000
SPX,1416.6,*,SPQ070120C01025000,,call,01/20/2007,01/03/2007,1025,0,391.2,393.2,0,0,0.0868,1,0,-54.8094,0,SPQ070120C01025000
SPX,1416.6,*,SPQ070120C01050000,,call,01/20/2007,01/03/2007,1050,368.5,366.2,368.2,0,40,0.0868,1,0,-56.1462,0,SPQ070120C01050000
SPX,1416.6,*,SPT070120C01100000,,call,01/20/2007,01/03/2007,1100,303.7,316.3,318.3,0,10,0.0868,1,0,-58.8198,0,SPT070120C01100000
SPX,1416.6,*,SPT070120C01125000,,call,01/20/2007,01/03/2007,1125,279,291.4,293.4,0,100,0.0868,1,0,-60.1567,0,SPT070120C01125000
SPX,1416.6,*,SPT070120C01130000,,call,01/20/2007,01/03/2007,1130,0,286.4,288.4,0,0,0.0868,1,0,-60.424,0,SPT070120C01130000
SPX,1416.6,*,SPT070120C01140000,,call,01/20/2007,01/03/2007,1140,0,276.4,278.4,0,0,0.0868,1,0,-60.9587,0,SPT070120C01140000
SPX,1416.6,*,SPT070120C01150000,,call,01/20/2007,01/03/2007,1150,267.6,266.4,268.5,0,114,0.0868,1,0,-61.4935,0,SPT070120C01150000
SPX,1416.6,*,SPT070120C01160000,,call,01/20/2007,01/03/2007,1160,0,256.5,258.5,0,0,0.0868,1,0,-62.0282,0,SPT070120C01160000
SPX,1416.6,*,SPT070120C01170000,,call,01/20/2007,01/03/2007,1170,0,246.5,248.5,0,0,0.0868,1,0,-62.5629,0,SPT070120C01170000
SPX,1416.6,*,SPT070120C01175000,,call,01/20/2007,01/03/2007,1175,242.3,241.5,243.5,0,103,0.0868,1,0,-62.8303,0,SPT070120C01175000
SPX,1416.6,*,SPT070120C01180000,,call,01/20/2007,01/03/2007,1180,0,236.5,238.5,0,0,0.0868,1,0,-63.0977,0,SPT070120C01180000
SPX,1416.6,*,SPT070120C01190000,,call,01/20/2007,01/03/2007,1190,0,226.6,228.6,0,0,0.0868,1,0,-63.6324,0,SPT070120C01190000
SPX,1416.6,*,SZP070120C01200000,,call,01/20/2007,01/03/2007,1200,216.5,216.6,218.6,0,20,0.0868,1,0,-64.1671,0,SZP070120C01200000
SPX,1416.6,*,SZP070120C01210000,,call,01/20/2007,01/03/2007,1210,0,206.7,208.7,0,0,0.0868,1,0,-64.7018,0,SZP070120C01210000
SPX,1416.6,*,SZP070120C01220000,,call,01/20/2007,01/03/2007,1220,208,196.7,198.7,0,4,0.0868,1,0,-65.2366,0,SZP070120C01220000
SPX,1416.6,*,SZP070120C01225000,,call,01/20/2007,01/03/2007,1225,204,191.7,193.7,0,235,0.0868,1,0,-65.5039,0,SZP070120C01225000
SPX,1416.6,*,SZP070120C01230000,,call,01/20/2007,01/03/2007,1230,175.7,186.8,188.8,0,40,0.0868,1,0,-65.7713,0,SZP070120C01230000
SPX,1416.6,*,SZP070120C01240000,,call,01/20/2007,01/03/2007,1240,0,176.8,178.8,0,0,0.0868,1,0,-66.306,0,SZP070120C01240000
SPX,1416.6,*,SZP070120C01245000,,call,01/20/2007,01/03/2007,1245,167,171.8,173.8,0,2,0.0868,1,0,-66.5734,0,SZP070120C01245000
SPX,1416.6,*,SZP070120C01250000,,call,01/20/2007,01/03/2007,1250,179.8,166.8,168.8,0,512,0.0868,1,0,-66.8407,0,SZP070120C01250000
SPX,1416.6,*,SZP070120C01255000,,call,01/20/2007,01/03/2007,1255,0,161.9,163.9,0,0,0.0868,1,0,-67.1081,0,SZP070120C01255000
SPX,1416.6,*,SZP070120C01260000,,call,01/20/2007,01/03/2007,1260,0,156.9,158.9,0,0,0.0868,1,0,-67.3755,0,SZP070120C01260000
SPX,1416.6,*,SZP070120C01265000,,call,01/20/2007,01/03/2007,1265,159.1,151.9,153.9,0,207,0.0868,1,0,-67.6428,0,SZP070120C01265000
SPX,1416.6,*,SZP070120C01270000,,call,01/20/2007,01/03/2007,1270,155,147,149,0,507,0.0868,1,0,-67.9102,0,SZP070120C01270000
SPX,1416.6,*,SZP070120C01275000,,call,01/20/2007,01/03/2007,1275,117.6,142,144,0,185,0.0868,1,0,-68.1776,0,SZP070120C01275000
SPX,1416.6,*,SZP070120C01280000,,call,01/20/2007,01/03/2007,1280,0,137,139,0,0,0.0868,1,0,-68.4449,0,SZP070120C01280000
SPX,1416.6,*,SZP070120C01285000,,call,01/20/2007,01/03/2007,1285,140.7,132.1,134.1,0,10,0.0868,1,0,-68.7123,0,SZP070120C01285000
SPX,1416.6,*,SZP070120C01290000,,call,01/20/2007,01/03/2007,1290,135.4,127.1,129.1,0,228,0.0868,1,0,-68.9798,0.0001,SZP070120C01290000
SPX,1416.6,*,SZP070120C01295000,,call,01/20/2007,01/03/2007,1295,131.2,122.2,124.2,0,10,0.0868,1,0,-69.2474,0.0004,SZP070120C01295000
SPX,1416.6,*,SXY070120C01300000,,call,01/20/2007,01/03/2007,1300,112,117.2,119.2,7,253,0.0868,1,0,-69.5154,0.0011,SXY070120C01300000
SPX,1416.6,*,SXY070120C01305000,,call,01/20/2007,01/03/2007,1305,128.4,112.3,114.3,0,115,0.0868,1,0,-69.7844,0.0029,SXY070120C01305000
SPX,1416.6,*,SXY070120C01310000,,call,01/20/2007,01/03/2007,1310,0,107.3,109.3,0,0,0.0868,1,0,-70.0559,0.0075,SXY070120C01310000
SPX,1416.6,*,SXY070120C01315000,,call,01/20/2007,01/03/2007,1315,109.7,102.4,104.4,0,215,0.0868,1,0,-70.333,0.0182,SXY070120C01315000
SPX,1416.6,*,SXY070120C01320000,,call,01/20/2007,01/03/2007,1320,100,97.4,99.4,0,152,0.0868,1,0,-70.6223,0.0424,SXY070120C01320000
SPX,1416.6,*,SXY070120C01325000,,call,01/20/2007,01/03/2007,1325,93,92.5,94.5,4,5426,0.0868,0.9999,0,-70.9366,0.0942,SXY070120C01325000
SPX,1416.6,*,SXY070120C01330000,,call,01/20/2007,01/03/2007,1330,90.5,87.6,89.6,0,96,0.0868,0.9998,0,-71.2995,0.2004,SXY070120C01330000
SPX,1416.6,*,SXY070120C01335000,,call,01/20/2007,01/03/2007,1335,83.4,82.7,84.7,0,124,0.0868,0.9996,0.0001,-71.7525,0.4075,SXY070120C01335000
SPX,1416.6,*,SXY070120C01340000,,call,01/20/2007,01/03/2007,1340,90.2,77.8,79.8,0,446,0.0868,0.9992,0.0001,-72.3634,0.7928,SXY070120C01340000
SPX,1416.6,*,SXY070120C01345000,,call,01/20/2007,01/03/2007,1345,76.1,72.9,74.9,0,60,0.0868,0.9985,0.0002,-73.2368,1.4764,SXY070120C01345000
SPX,1416.6,*,SXY070120C01350000,,call,01/20/2007,01/03/2007,1350,63,68.1,70.1,5776,10320,0.0868,0.9971,0.0003,-74.523,2.6334,SXY070120C01350000
SPX,1416.6,*,SXY070120C01355000,,call,01/20/2007,01/03/2007,1355,0,63.2,65.2,0,159,0.0868,0.9948,0.0006,-76.4217,4.5005,SXY070120C01355000
SPX,1416.6,*,SXY070120C01360000,,call,01/20/2007,01/03/2007,1360,70,58.5,60.5,0,590,0.0868,0.9909,0.0009,-79.1762,7.3729,SXY070120C01360000
SPX,1416.6,*,SXY070120C01365000,,call,01/20/2007,01/03/2007,1365,65.3,53.7,55.7,20,381,0.0868,0.9846,0.0015,-83.0505,11.5838,SXY070120C01365000
SPX,1416.6,*,SXY070120C01370000,,call,01/20/2007,01/03/2007,1370,50.3,49,51,0,1288,0.0868,0.9751,0.0022,-88.2882,17.4618,SXY070120C01370000
SPX,1416.6,*,SXY070120C01375000,,call,01/20/2007,01/03/2007,1375,0,44.4,46.4,40,24585,0.0868,0.9611,0.0032,-95.0512,25.267,SXY070120C01375000
SPX,1416.6,*,SXY070120C01380000,,call,01/20/2007,01/03/2007,1380,37,39.9,41.9,16,2497,0.0868,0.9413,0.0045,-103.3481,35.1102,SXY070120C01380000
SPX,1416.6,*,SXY070120C01385000,,call,01/20/2007,01/03/2007,1385,32.1,35.5,37.5,151,543,0.0873,0.9132,0.006,-113.6181,47.3694,SXY070120C01385000
SPX,1416.6,*,SXY070120C01390000,,call,01/20/2007,01/03/2007,1390,32.2,31.2,33.2,373,7148,0.0877,0.877,0.0077,-124.6592,60.9797,SXY070120C01390000
SPX,1416.6,*,SXY070120C01395000,,call,01/20/2007,01/03/2007,1395,0,27.1,29.1,1607,5498,0.0882,0.8318,0.0095,-135.9117,75.3069,SXY070120C01395000
SPX,1416.6,*,SXZ070120C01400000,,call,01/20/2007,01/03/2007,1400,24.3,23.2,25.2,704,67186,0.0887,0.778,0.0112,-146.218,89.1925,SXZ070120C01400000
SPX,1416.6,*,SXZ070120C01405000,,call,01/20/2007,01/03/2007,1405,21.3,19.6,21.2,158,5809,0.0892,0.7164,0.0127,-154.4959,101.4907,SXZ070120C01405000
SPX,1416.6,*,SXZ070120C01410000,,call,01/20/2007,01/03/2007,1410,0,16.2,17.8,853,13779,0.0898,0.6486,0.0138,-159.9006,111.1547,SXZ070120C01410000
SPX,1416.6,*,SXZ070120C01415000,,call,01/20/2007,01/03/2007,1415,14,13,14.6,2107,9400,0.0903,0.577,0.0145,-161.459,117.3146,SXZ070120C01415000
SPX,1416.6,*,SXZ070120C01420000,,call,01/20/2007,01/03/2007,1420,11.5,10.1,11.7,2642,33046,0.0908,0.5039,0.0147,-158.9603,119.544,SXZ070120C01420000
SPX,1416.6,*,SXZ070120C01425000,,call,01/20/2007,01/03/2007,1425,0,8.3,8.9,9627,56675,0.0914,0.4317,0.0144,-152.6133,117.7931,SXZ070120C01425000
SPX,1416.6,*,SXZ070120C01430000,,call,01/20/2007,01/03/2007,1430,6.4,5.7,6.7,6397,21305,0.0919,0.3627,0.0136,-142.5975,112.4001,SXZ070120C01430000
SPX,1416.6,*,SXZ070120C01435000,,call,01/20/2007,01/03/2007,1435,4.8,4.2,5,2999,20010,0.0925,0.299,0.0125,-129.9585,104.0406,SXZ070120C01435000
SPX,1416.6,*,SXZ070120C01440000,,call,01/20/2007,01/03/2007,1440,0,3.1,3.5,4253,36957,0.093,0.2416,0.0112,-115.3012,93.5049,SXZ070120C01440000
SPX,1416.6,*,SXZ070120C01445000,,call,01/20/2007,01/03/2007,1445,2.2,1.85,2.35,422,18638,0.0936,0.1917,0.0097,-99.9284,81.7778,SXZ070120C01445000
SPX,1416.6,*,SXZ070120C01450000,,call,01/20/2007,01/03/2007,1450,1.4,1.1,1.45,6750,63298,0.0942,0.1494,0.0082,-84.5612,69.6744,SXZ070120C01450000
SPX,1416.6,*,SXZ070120C01455000,,call,01/20/2007,01/03/2007,1455,0,0.6,1.1,1448,31856,0.0948,0.1143,0.0068,-69.9301,57.9061,SXZ070120C01455000
SPX,1416.6,*,SXZ070120C01460000,,call,01/20/2007,01/03/2007,1460,0.6,0.5,0.65,4257,46931,0.0954,0.0859,0.0055,-56.5677,47.0045,SXZ070120C01460000
SPX,1416.6,*,SXZ070120C01465000,,call,01/20/2007,01/03/2007,1465,0.4,0.3,0.6,1701,29178,0.096,0.0635,0.0043,-44.8017,37.3117,SXZ070120C01465000
SPX,1416.6,*,SXZ070120C01470000,,call,01/20/2007,01/03/2007,1470,0.25,0.2,0.35,2187,24321,0.0966,0.0462,0.0033,-34.7739,28.9965,SXZ070120C01470000
SPX,1416.6,*,SXZ070120C01475000,,call,01/20/2007,01/03/2007,1475,0.25,0.1,0.25,3347,68324,0.0972,0.033,0.0025,-26.4761,22.0863,SXZ070120C01475000
SPX,1416.6,*,SXZ070120C01480000,,call,01/20/2007,01/03/2007,1480,0.15,0.1,0.15,1537,25714,0.0978,0.0233,0.0019,-19.7923,16.5058,SXZ070120C01480000
SPX,1416.6,*,SXZ070120C01485000,,call,01/20/2007,01/03/2007,1485,0.1,0.05,0.1,1794,19853,0.0985,0.0163,0.0014,-14.6233,12.1722,SXZ070120C01485000
SPX,1416.6,*,SXZ070120C01490000,,call,01/20/2007,01/03/2007,1490,0.05,0.05,0.15,2420,35753,0.0991,0.0112,0.001,-10.5734,8.789,SXZ070120C01490000
SPX,1416.6,*,SXZ070120C01495000,,call,01/20/2007,01/03/2007,1495,0.1,0.05,0.25,40,100690,0.0998,0.0076,0.0007,-7.5789,6.2823,SXZ070120C01495000
SPX,1416.6,*,SXM070120C01500000,,call,01/20/2007,01/03/2007,1500,0.05,0,0.05,230,52575,0.0998,0.0049,0.0005,-5.0796,4.2263,SXM070120C01500000
SPX,1416.6,*,SXM070120C01510000,,call,01/20/2007,01/03/2007,1510,0.1,0,0.3,0,93013,0.0998,0.0019,0.0002,-2.1285,1.7826,SXM070120C01510000
SPX,1416.6,*,SXM070120C01525000,,call,01/20/2007,01/03/2007,1525,0.1,0,0.1,16,63459,0.0998,0.0004,0,-0.4867,0.4109,SXM070120C01525000
SPX,1416.6,*,SXM070120C01550000,,call,01/20/2007,01/03/2007,1550,0.05,0,0.05,0,11110,0.0998,0,0,-0.0268,0.0228,SXM070120C01550000
SPX,1416.6,*,SPX070120P00800000,,put,01/20/2007,01/03/2007,800,0.05,0,0.1,0,500,0.1899,0,0,0,0,SPX070120P00800000
SPX,1416.6,*,SPX070120P00850000,,put,01/20/2007,01/03/2007,850,0.05,0,0.1,0,30,0.1899,0,0,0,0,SPX070120P00850000
SPX,1416.6,*,SXB070120P00900000,,put,01/20/2007,01/03/2007,900,0.05,0,0.1,0,4147,0.1899,0,0,0,0,SXB070120P00900000
SPX,1416.6,*,SXB070120P00950000,,put,01/20/2007,01/03/2007,950,0.05,0,0.1,0,3070,0.1899,0,0,0,0,SXB070120P00950000
SPX,1416.6,*,SXB070120P00975000,,put,01/20/2007,01/03/2007,975,0.05,0,0.1,0,500,0.1899,0,0,0,0,SXB070120P00975000
SPX,1416.6,*,SPQ070120P01000000,,put,01/20/2007,01/03/2007,1000,0.1,0,0.1,0,27100,0.1899,0,0,0,0,SPQ070120P01000000
SPX,1416.6,*,SPQ070120P01025000,,put,01/20/2007,01/03/2007,1025,0.05,0,0.1,0,1000,0.1899,0,0,0,0,SPQ070120P01025000
SPX,1416.6,*,SPQ070120P01050000,,put,01/20/2007,01/03/2007,1050,0.05,0,0.1,0,6172,0.1899,0,0,0,0,SPQ070120P01050000
SPX,1416.6,*,SPT070120P01100000,,put,01/20/2007,01/03/2007,1100,0.05,0,0.1,0,11916,0.1899,0,0,0,0,SPT070120P01100000
SPX,1416.6,*,SPT070120P01125000,,put,01/20/2007,01/03/2007,1125,0.1,0,0.25,0,3797,0.1899,0,0,0,0,SPT070120P01125000
SPX,1416.6,*,SPT070120P01130000,,put,01/20/2007,01/03/2007,1130,0.05,0,0.25,0,974,0.1899,0,0,0,0,SPT070120P01130000
SPX,1416.6,*,SPT070120P01140000,,put,01/20/2007,01/03/2007,1140,0.05,0,0.25,0,1158,0.1899,0,0,-0.0001,0,SPT070120P01140000
SPX,1416.6,*,SPT070120P01150000,,put,01/20/2007,01/03/2007,1150,0,0,0.05,0,6975,0.1899,0,0,-0.0002,0.0001,SPT070120P01150000
SPX,1416.6,*,SPT070120P01160000,,put,01/20/2007,01/03/2007,1160,0.1,0,0.15,0,1226,0.1899,0,0,-0.0007,0.0003,SPT070120P01160000
SPX,1416.6,*,SPT070120P01170000,,put,01/20/2007,01/03/2007,1170,0.1,0,0.25,0,968,0.1899,0,0,-0.002,0.001,SPT070120P01170000
SPX,1416.6,*,SPT070120P01175000,,put,01/20/2007,01/03/2007,1175,0.15,0,0.25,0,2345,0.1899,0,0,-0.0034,0.0016,SPT070120P01175000
SPX,1416.6,*,SPT070120P01180000,,put,01/20/2007,01/03/2007,1180,0.2,0,0.2,0,3744,0.1899,0,0,-0.0055,0.0027,SPT070120P01180000
SPX,1416.6,*,SPT070120P01190000,,put,01/20/2007,01/03/2007,1190,0.05,0,0.3,0,1715,0.1899,0,0,-0.0142,0.0069,SPT070120P01190000
SPX,1416.6,*,SZP070120P01200000,,put,01/20/2007,01/03/2007,1200,0.1,0,0.15,19,30609,0.1899,0,0,-0.0349,0.0169,SZP070120P01200000
SPX,1416.6,*,SZP070120P01210000,,put,01/20/2007,01/03/2007,1210,0.25,0,0.35,10,3515,0.1899,0,0,-0.0814,0.0395,SZP070120P01210000
SPX,1416.6,*,SZP070120P01220000,,put,01/20/2007,01/03/2007,1220,0.1,0.1,0.35,2,1255,0.1899,-0.0001,0,-0.1807,0.0878,SZP070120P01220000
SPX,1416.6,*,SZP070120P01225000,,put,01/20/2007,01/03/2007,1225,0.15,0.1,0.2,2,19955,0.1899,-0.0001,0,-0.2645,0.1286,SZP070120P01225000
SPX,1416.6,*,SZP070120P01230000,,put,01/20/2007,01/03/2007,1230,0.25,0.05,0.35,0,1141,0.1899,-0.0002,0,-0.3825,0.1861,SZP070120P01230000
SPX,1416.6,*,SZP070120P01240000,,put,01/20/2007,01/03/2007,1240,0.2,0.1,0.4,0,10585,0.1899,-0.0003,0,-0.7724,0.3765,SZP070120P01240000
SPX,1416.6,*,SZP070120P01245000,,put,01/20/2007,01/03/2007,1245,0.25,0.05,0.35,0,680,0.1899,-0.0005,0,-1.0788,0.5263,SZP070120P01245000
SPX,1416.6,*,SZP070120P01250000,,put,01/20/2007,01/03/2007,1250,0.2,0.15,0.2,6440,70619,0.1899,-0.0007,0,-1.4897,0.7274,SZP070120P01250000
SPX,1416.6,*,SZP070120P01255000,,put,01/20/2007,01/03/2007,1255,0.4,0.1,0.4,0,31197,0.1899,-0.001,0.0001,-2.0342,0.9943,SZP070120P01255000
SPX,1416.6,*,SZP070120P01260000,,put,01/20/2007,01/03/2007,1260,0.2,0.1,0.45,0,5054,0.1899,-0.0014,0.0001,-2.7469,1.3441,SZP070120P01260000
SPX,1416.6,*,SZP070120P01265000,,put,01/20/2007,01/03/2007,1265,0.3,0.15,0.45,0,7357,0.1899,-0.0019,0.0001,-3.6688,1.7972,SZP070120P01265000
SPX,1416.6,*,SZP070120P01270000,,put,01/20/2007,01/03/2007,1270,0.25,0.1,0.4,2,6653,0.1899,-0.0026,0.0001,-4.8472,2.3772,SZP070120P01270000
SPX,1416.6,*,SZP070120P01275000,,put,01/20/2007,01/03/2007,1275,0.3,0.2,0.35,99,54883,0.1899,-0.0035,0.0002,-6.3356,3.111,SZP070120P01275000
SPX,1416.6,*,SZP070120P01280000,,put,01/20/2007,01/03/2007,1280,0.4,0.1,0.45,0,23047,0.1899,-0.0046,0.0002,-8.1935,4.0285,SZP070120P01280000
SPX,1416.6,*,SZP070120P01285000,,put,01/20/2007,01/03/2007,1285,0.35,0.2,0.5,0,2789,0.1899,-0.0061,0.0003,-10.4854,5.1624,SZP070120P01285000
SPX,1416.6,*,SZP070120P01290000,,put,01/20/2007,01/03/2007,1290,0.2,0.2,0.5,7,189403,0.1899,-0.008,0.0004,-13.2793,6.5475,SZP070120P01290000
SPX,1416.6,*,SZP070120P01295000,,put,01/20/2007,01/03/2007,1295,0.5,0.15,0.65,0,734,0.1899,-0.0103,0.0005,-16.6456,8.2198,SZP070120P01295000
SPX,1416.6,*,SXY070120P01300000,,put,01/20/2007,01/03/2007,1300,0.5,0.4,0.5,322,215802,0.1899,-0.0133,0.0006,-20.6536,10.2157,SXY070120P01300000
SPX,1416.6,*,SXY070120P01305000,,put,01/20/2007,01/03/2007,1305,0.5,0.35,0.6,775,8839,0.1899,-0.0169,0.0007,-25.3695,12.57,SXY070120P01305000
SPX,1416.6,*,SXY070120P01310000,,put,01/20/2007,01/03/2007,1310,0.55,0.4,0.75,0,105950,0.1899,-0.0213,0.0009,-30.8528,15.3149,SXY070120P01310000
SPX,1416.6,*,SXY070120P01315000,,put,01/20/2007,01/03/2007,1315,0.6,0.4,0.75,217,99493,0.1899,-0.0267,0.0011,-37.1522,18.478,SXY070120P01315000
SPX,1416.6,*,SXY070120P01320000,,put,01/20/2007,01/03/2007,1320,0.35,0.35,0.8,358,138504,0.1899,-0.033,0.0013,-44.3021,22.0801,SXY070120P01320000
SPX,1416.6,*,SXY070120P01325000,,put,01/20/2007,01/03/2007,1325,0.5,0.4,0.9,4675,107793,0.1869,-0.0383,0.0015,-49.0622,24.9073,SXY070120P01325000
SPX,1416.6,*,SXY070120P01330000,,put,01/20/2007,01/03/2007,1330,0.85,0.45,0.95,44,20055,0.184,-0.0444,0.0017,-54.3463,28.1006,SXY070120P01330000
SPX,1416.6,*,SXY070120P01335000,,put,01/20/2007,01/03/2007,1335,0.8,0.55,1,871,29467,0.1811,-0.0515,0.0019,-60.0611,31.6459,SXY070120P01335000
SPX,1416.6,*,SXY070120P01340000,,put,01/20/2007,01/03/2007,1340,1,0.65,1.15,2607,62449,0.1784,-0.0599,0.0022,-66.4567,35.6593,SXY070120P01340000
SPX,1416.6,*,SXY070120P01345000,,put,01/20/2007,01/03/2007,1345,1,0.75,1.25,1591,23460,0.1757,-0.0696,0.0025,-73.2904,40.0704,SXY070120P01345000
SPX,1416.6,*,SXY070120P01350000,,put,01/20/2007,01/03/2007,1350,1.1,1,1.2,2245,101031,0.1731,-0.0809,0.0029,-80.6668,44.9376,SXY070120P01350000
SPX,1416.6,*,SXY070120P01355000,,put,01/20/2007,01/03/2007,1355,0,1.05,1.55,131,13984,0.1706,-0.094,0.0033,-88.5476,50.2617,SXY070120P01355000
SPX,1416.6,*,SXY070120P01360000,,put,01/20/2007,01/03/2007,1360,1.45,1.25,1.75,1211,18578,0.1681,-0.109,0.0037,-96.7205,55.9777,SXY070120P01360000
SPX,1416.6,*,SXY070120P01365000,,put,01/20/2007,01/03/2007,1365,1.8,1.5,2,846,16406,0.1658,-0.1263,0.0042,-105.3703,62.1483,SXY070120P01365000
SPX,1416.6,*,SXY070120P01370000,,put,01/20/2007,01/03/2007,1370,2.45,1.85,2.35,1941,17704,0.1635,-0.146,0.0047,-114.0675,68.617,SXY070120P01370000
SPX,1416.6,*,SXY070120P01375000,,put,01/20/2007,01/03/2007,1375,0,2.05,2.65,7277,73417,0.1613,-0.1683,0.0052,-122.7777,75.3453,SXY070120P01375000
SPX,1416.6,*,SXY070120P01380000,,put,01/20/2007,01/03/2007,1380,3,2.55,3.3,486,22877,0.1591,-0.1933,0.0058,-131.1328,82.1774,SXY070120P01380000
SPX,1416.6,*,SXY070120P01385000,,put,01/20/2007,01/03/2007,1385,3.6,3.1,3.7,2360,15437,0.1571,-0.2214,0.0063,-139.1661,89.0421,SXY070120P01385000
SPX,1416.6,*,SXY070120P01390000,,put,01/20/2007,01/03/2007,1390,4.1,3.8,4.6,4057,34668,0.1551,-0.2523,0.0069,-146.291,95.6898,SXY070120P01390000
SPX,1416.6,*,SXY070120P01395000,,put,01/20/2007,01/03/2007,1395,0,4.7,5.5,2252,13918,0.1532,-0.2863,0.0074,-152.334,101.9511,SXY070120P01395000
SPX,1416.6,*,SXZ070120P01400000,,put,01/20/2007,01/03/2007,1400,5.8,5.6,6.1,45797,131124,0.1513,-0.323,0.0079,-156.8287,107.5853,SXZ070120P01400000
SPX,1416.6,*,SXZ070120P01405000,,put,01/20/2007,01/03/2007,1405,7.8,7,7.9,411,8102,0.1496,-0.3626,0.0084,-159.7256,112.3903,SXZ070120P01405000
SPX,1416.6,*,SXZ070120P01410000,,put,01/20/2007,01/03/2007,1410,0,8.4,8.9,8441,23315,0.1479,-0.4046,0.0087,-160.4619,116.1118,SXZ070120P01410000
SPX,1416.6,*,SXZ070120P01415000,,put,01/20/2007,01/03/2007,1415,10.2,10.2,11.5,3018,14842,0.1463,-0.4485,0.009,-158.9316,118.5515,SXZ070120P01415000
SPX,1416.6,*,SXZ070120P01420000,,put,01/20/2007,01/03/2007,1420,12.9,12,13.6,1261,10797,0.1448,-0.4939,0.0092,-154.9706,119.5355,SXZ070120P01420000
SPX,1416.6,*,SXZ070120P01425000,,put,01/20/2007,01/03/2007,1425,0,14.5,16.1,15259,33981,0.1433,-0.5401,0.0092,-148.3768,118.9444,SXZ070120P01425000
SPX,1416.6,*,SXZ070120P01430000,,put,01/20/2007,01/03/2007,1430,17.2,17.3,18.9,2315,10054,0.142,-0.5865,0.0092,-139.4659,116.7283,SXZ070120P01430000
SPX,1416.6,*,SXZ070120P01435000,,put,01/20/2007,01/03/2007,1435,22.7,20.4,22.4,148,2632,0.1407,-0.6324,0.0089,-128.1233,112.9075,SXZ070120P01435000
SPX,1416.6,*,SXZ070120P01440000,,put,01/20/2007,01/03/2007,1440,0,24,26,1052,5961,0.1395,-0.6769,0.0086,-114.7645,107.5893,SXZ070120P01440000
SPX,1416.6,*,SXZ070120P01445000,,put,01/20/2007,01/03/2007,1445,34,28,30,146,1566,0.1383,-0.7197,0.0081,-99.6065,100.9318,SXZ070120P01445000
SPX,1416.6,*,SXZ070120P01450000,,put,01/20/2007,01/03/2007,1450,32.6,32.2,34.2,523,3006,0.1373,-0.7597,0.0076,-83.427,93.2274,SXZ070120P01450000
SPX,1416.6,*,SXZ070120P01455000,,put,01/20/2007,01/03/2007,1455,0,36.7,38.7,0,54,0.1363,-0.7967,0.0069,-66.397,84.7121,SXZ070120P01455000
SPX,1416.6,*,SXZ070120P01460000,,put,01/20/2007,01/03/2007,1460,48,41.4,43.4,15,289,0.1354,-0.8303,0.0062,-49.196,75.7346,SXZ070120P01460000
SPX,1416.6,*,SXZ070120P01465000,,put,01/20/2007,01/03/2007,1465,48.1,46.1,48.1,0,216,0.1346,-0.8602,0.0055,-32.3139,66.619,SXZ070120P01465000
SPX,1416.6,*,SXZ070120P01470000,,put,01/20/2007,01/03/2007,1470,43,50.9,52.9,0,3,0.1338,-0.8866,0.0048,-16.0083,57.6026,SXZ070120P01470000
SPX,1416.6,*,SXZ070120P01475000,,put,01/20/2007,01/03/2007,1475,60.6,56,58,3,250,0.1331,-0.9092,0.0041,-0.8146,49.0036,SXZ070120P01475000
SPX,1416.6,*,SXZ070120P01480000,,put,01/20/2007,01/03/2007,1480,0,60.8,62.8,0,0,0.1325,-0.9282,0.0034,13.0073,41.0317,SXZ070120P01480000
SPX,1416.6,*,SXZ070120P01485000,,put,01/20/2007,01/03/2007,1485,52,65.9,67.9,0,100,0.132,-0.944,0.0029,25.3003,33.8336,SXZ070120P01485000
SPX,1416.6,*,SXZ070120P01490000,,put,01/20/2007,01/03/2007,1490,96.7,70.8,72.9,0,2,0.132,-0.9563,0.0023,35.477,27.7419,SXZ070120P01490000
SPX,1416.6,*,SXZ070120P01495000,,put,01/20/2007,01/03/2007,1495,0,75.8,77.8,0,0,0.132,-0.9663,0.0019,44.3207,22.4362,SXZ070120P01495000
SPX,1416.6,*,SXM070120P01500000,,put,01/20/2007,01/03/2007,1500,84.9,80.8,82.8,0,148,0.132,-0.9743,0.0015,51.8804,17.8999,SXM070120P01500000
