underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPX,1430.5,*,SXM070120C01525000,,call,01/20/2007,01/19/2007,1525,0.05,0,0.05,0,63459,0.5983,0.0002,0,-11.2822,0.0344,SXM070120C01525000
SPX,1430.5,*,SXM070120C01550000,,call,01/20/2007,01/19/2007,1550,0.05,0,0.05,0,11110,0.5983,0,0,-0.3158,0.001,SXM070120C01550000
SPX,1430.5,*,SPX070120P00800000,,put,01/20/2007,01/19/2007,800,0.05,0,0.05,0,500,0.9984,0,0,0,0,SPX070120P00800000
SPX,1430.5,*,SPX070120P00850000,,put,01/20/2007,01/19/2007,850,0.05,0,0.05,0,30,0.9984,0,0,0,0,SPX070120P00850000
SPX,1430.5,*,SXB070120P00900000,,put,01/20/2007,01/19/2007,900,0.05,0,0.05,0,4147,0.9984,0,0,0,0,SXB070120P00900000
SPX,1430.5,*,SXB070120P00950000,,put,01/20/2007,01/19/2007,950,0.05,0,0.05,0,3070,0.9984,0,0,0,0,SXB070120P00950000
SPX,1430.5,*,SXB070120P00975000,,put,01/20/2007,01/19/2007,975,0.05,0,0.05,0,500,0.9984,0,0,0,0,SXB070120P00975000
SPX,1430.5,*,SPQ070120P01000000,,put,01/20/2007,01/19/2007,1000,0.1,0,0.05,0,27100,0.9984,0,0,0,0,SPQ070120P01000000
SPX,1430.5,*,SPQ070120P01025000,,put,01/20/2007,01/19/2007,1025,0.05,0,0.05,0,1000,0.9984,0,0,0,0,SPQ070120P01025000
SPX,1430.5,*,SPQ070120P01050000,,put,01/20/2007,01/19/2007,1050,0.05,0,0.05,0,6172,0.9984,0,0,0,0,SPQ070120P01050000
SPX,1430.5,*,SPT070120P01100000,,put,01/20/2007,01/19/2007,1100,0.05,0,0.05,0,11916,0.9984,0,0,0,0,SPT070120P01100000
SPX,1430.5,*,SPT070120P01125000,,put,01/20/2007,01/19/2007,1125,0.1,0,0.05,0,3797,0.9984,0,0,0,0,SPT070120P01125000
SPX,1430.5,*,SPT070120P01130000,,put,01/20/2007,01/19/2007,1130,0.05,0,0.05,0,974,0.9984,0,0,0,0,SPT070120P01130000
SPX,1430.5,*,SPT070120P01140000,,put,01/20/2007,01/19/2007,1140,0.05,0,0.05,0,1158,0.9984,0,0,0,0,SPT070120P01140000
SPX,1430.5,*,SPT070120P01150000,,put,01/20/2007,01/19/2007,1150,0.05,0,0.05,0,7074,0.9984,0,0,0,0,SPT070120P01150000
SPX,1430.5,*,SPT070120P01160000,,put,01/20/2007,01/19/2007,1160,0.1,0,0.05,0,1226,0.9984,0,0,0,0,SPT070120P01160000
SPX,1430.5,*,SPT070120P01170000,,put,01/20/2007,01/19/2007,1170,0.1,0,0.05,0,968,0.9984,0,0,0,0,SPT070120P01170000
SPX,1430.5,*,SPT070120P01175000,,put,01/20/2007,01/19/2007,1175,0,0,0.05,0,2345,0.9984,0,0,0,0,SPT070120P01175000
SPX,1430.5,*,SPT070120P01180000,,put,01/20/2007,01/19/2007,1180,0,0,0.05,0,3744,0.9984,0,0,0,0,SPT070120P01180000
SPX,1430.5,*,SPT070120P01190000,,put,01/20/2007,01/19/2007,1190,0.05,0,0.05,0,1715,0.9984,0,0,-0.0001,0,SPT070120P01190000
SPX,1430.5,*,SZP070120P01200000,,put,01/20/2007,01/19/2007,1200,0.05,0,0.05,0,30951,0.9984,0,0,-0.0004,0,SZP070120P01200000
SPX,1430.5,*,SZP070120P01210000,,put,01/20/2007,01/19/2007,1210,0,0,0.05,0,3515,0.9984,0,0,-0.0018,0,SZP070120P01210000
SPX,1430.5,*,SZP070120P01220000,,put,01/20/2007,01/19/2007,1220,0,0,0.05,0,1255,0.9984,0,0,-0.0078,0,SZP070120P01220000
SPX,1430.5,*,SZP070120P01225000,,put,01/20/2007,01/19/2007,1225,0.05,0,0.05,0,21764,0.9984,0,0,-0.0158,0,SZP070120P01225000
SPX,1430.5,*,SZP070120P01230000,,put,01/20/2007,01/19/2007,1230,0.1,0,0.05,0,1161,0.9984,0,0,-0.0315,0.0001,SZP070120P01230000
SPX,1430.5,*,SZP070120P01240000,,put,01/20/2007,01/19/2007,1240,0.05,0,0.05,0,10585,0.9984,0,0,-0.1169,0.0002,SZP070120P01240000
SPX,1430.5,*,SZP070120P01245000,,put,01/20/2007,01/19/2007,1245,0,0,0.05,0,680,0.9984,0,0,-0.2184,0.0004,SZP070120P01245000
SPX,1430.5,*,SZP070120P01250000,,put,01/20/2007,01/19/2007,1250,0.05,0,0.05,0,69796,0.9984,0,0,-0.3999,0.0007,SZP070120P01250000
SPX,1430.5,*,SZP070120P01255000,,put,01/20/2007,01/19/2007,1255,0.05,0,0.05,0,31201,0.9984,0,0,-0.7177,0.0013,SZP070120P01255000
SPX,1430.5,*,SZP070120P01260000,,put,01/20/2007,01/19/2007,1260,0.1,0,0.05,0,5054,0.9984,0,0,-1.263,0.0023,SZP070120P01260000
SPX,1430.5,*,SZP070120P01265000,,put,01/20/2007,01/19/2007,1265,0.05,0,0.05,0,7357,0.9984,0,0,-2.1796,0.004,SZP070120P01265000
SPX,1430.5,*,SZP070120P01270000,,put,01/20/2007,01/19/2007,1270,0,0,0.05,0,6654,0.9984,0,0,-3.6898,0.0068,SZP070120P01270000
SPX,1430.5,*,SZP070120P01275000,,put,01/20/2007,01/19/2007,1275,0.05,0,0.05,0,53801,0.9984,-0.0001,0,-6.1283,0.0112,SZP070120P01275000
SPX,1430.5,*,SZP070120P01280000,,put,01/20/2007,01/19/2007,1280,0.1,0,0.05,0,23211,0.9984,-0.0001,0,-9.9884,0.0183,SZP070120P01280000
SPX,1430.5,*,SZP070120P01285000,,put,01/20/2007,01/19/2007,1285,0.05,0,0.05,0,3066,0.9984,-0.0002,0,-15.9793,0.0293,SZP070120P01285000
SPX,1430.5,*,SZP070120P01290000,,put,01/20/2007,01/19/2007,1290,0.05,0,0.05,0,190435,0.9984,-0.0003,0,-25.0966,0.046,SZP070120P01290000
SPX,1430.5,*,SZP070120P01295000,,put,01/20/2007,01/19/2007,1295,0.05,0,1,0,742,0.9984,-0.0005,0,-38.7044,0.0709,SZP070120P01295000
SPX,1430.5,*,SXY070120P01300000,,put,01/20/2007,01/19/2007,1300,0.05,0,0.05,0,223438,0.9984,-0.0007,0.0001,-58.6248,0.1074,SXY070120P01300000
SPX,1430.5,*,SXY070120P01305000,,put,01/20/2007,01/19/2007,1305,0.05,0,0.05,0,9447,0.9984,-0.0011,0.0001,-87.23,0.1597,SXY070120P01305000
SPX,1430.5,*,SXY070120P01310000,,put,01/20/2007,01/19/2007,1310,0.05,0,0.05,0,105845,0.9984,-0.0017,0.0001,-127.526,0.2335,SXY070120P01310000
SPX,1430.5,*,SXY070120P01315000,,put,01/20/2007,01/19/2007,1315,0.05,0,0.05,0,99426,0.9984,-0.0025,0.0002,-183.217,0.3355,SXY070120P01315000
SPX,1430.5,*,SXY070120P01320000,,put,01/20/2007,01/19/2007,1320,0.05,0,0.05,0,139704,0.9984,-0.0037,0.0003,-258.7319,0.4738,SXY070120P01320000
SPX,1430.5,*,SXY070120P01325000,,put,01/20/2007,01/19/2007,1325,0.05,0,0.05,0,102943,0.9984,-0.0053,0.0004,-359.198,0.6579,SXY070120P01325000
SPX,1430.5,*,SXY070120P01330000,,put,01/20/2007,01/19/2007,1330,0.05,0,0.05,0,19470,0.9984,-0.0075,0.0005,-490.3418,0.8981,SXY070120P01330000
SPX,1430.5,*,SXY070120P01335000,,put,01/20/2007,01/19/2007,1335,0.05,0,0.05,0,29130,0.9984,-0.0105,0.0006,-658.3019,1.2058,SXY070120P01335000
SPX,1430.5,*,SXY070120P01340000,,put,01/20/2007,01/19/2007,1340,0.05,0,0.05,0,67153,0.9984,-0.0145,0.0009,-869.3439,1.5924,SXY070120P01340000
SPX,1430.5,*,SXY070120P01345000,,put,01/20/2007,01/19/2007,1345,0.05,0,0.05,0,24011,0.9984,-0.0197,0.0011,-1129.4742,2.0691,SXY070120P01345000
SPX,1430.5,*,JXD070120P01350000,,put,01/20/2007,01/19/2007,1350,0.2,0.15,0.3,813,0,0.9984,-0.0264,0.0014,-1443.9633,2.6454,JXD070120P01350000
SPX,1430.5,*,SXY070120P01355000,,put,01/20/2007,01/19/2007,1355,0.05,0,0.1,0,14852,0.9984,-0.0349,0.0018,-1816.799,3.3286,SXY070120P01355000
SPX,1430.5,*,SXY070120P01365000,,put,01/20/2007,01/19/2007,1365,0.05,0,0.15,0,24113,0.9755,-0.0541,0.0026,-2531.0189,4.7468,SXY070120P01365000
SPX,1430.5,*,SXY070120P01370000,,put,01/20/2007,01/19/2007,1370,0.1,0.05,0.15,0,19360,0.9651,-0.0671,0.0031,-2962.4325,5.6164,SXY070120P01370000
SPX,1430.5,*,JXD070120P01375000,,put,01/20/2007,01/19/2007,1375,0.55,0.05,0.5,84,0,0.9554,-0.0828,0.0037,-3442.7655,6.594,JXD070120P01375000
SPX,1430.5,*,SXY070120P01385000,,put,01/20/2007,01/19/2007,1385,0.1,0.05,0.15,0,15548,0.9379,-0.1238,0.005,-4528.5106,8.8377,SXY070120P01385000
SPX,1430.5,*,SXY070120P01390000,,put,01/20/2007,01/19/2007,1390,0.1,0.1,0.15,0,36975,0.9302,-0.1498,0.0058,-5115.9977,10.0683,SXY070120P01390000
SPX,1430.5,*,SXY070120P01395000,,put,01/20/2007,01/19/2007,1395,0.2,0,0.25,0,17585,0.9231,-0.1797,0.0066,-5712.8096,11.3313,SXY070120P01395000
SPX,1430.5,*,SXZ070120P01405000,,put,01/20/2007,01/19/2007,1405,0.35,0,0.4,0,13512,0.911,-0.2518,0.0081,-6858.0196,13.7891,SXZ070120P01405000
SPX,1430.5,*,SXZ070120P01410000,,put,01/20/2007,01/19/2007,1410,0.25,0.25,0.4,0,25050,0.906,-0.2937,0.0088,-7360.4399,14.8847,SXZ070120P01410000
SPX,1430.5,*,SXZ070120P01420000,,put,01/20/2007,01/19/2007,1420,1.35,1.15,1.35,0,22964,0.8979,-0.3871,0.0099,-8106.1399,16.5508,SXZ070120P01420000
SPX,1430.5,*,SXZ070120P01425000,,put,01/20/2007,01/19/2007,1425,2.1,2.05,2.5,0,85386,0.8949,-0.4373,0.0102,-8311.1228,17.0328,SXZ070120P01425000
SPX,1430.5,*,JXD070120P01430000,,put,01/20/2007,01/19/2007,1430,6.3,5.1,6.1,4,0,0.8925,-0.4887,0.0103,-8385.5501,17.2392,JXD070120P01430000
SPX,1430.5,*,SXZ070120P01435000,,put,01/20/2007,01/19/2007,1435,9.2,7.9,9.9,0,6058,0.8908,-0.5404,0.0103,-8325.6375,17.1577,SXZ070120P01435000
SPX,1430.5,*,SXZ070120P01440000,,put,01/20/2007,01/19/2007,1440,14.2,12.2,15.4,0,6641,0.8898,-0.5913,0.0101,-8134.2699,16.7925,SXZ070120P01440000
SPX,1430.5,*,JXD070120P01445000,,put,01/20/2007,01/19/2007,1445,17.7,13.8,15.4,6,0,0.8894,-0.6406,0.0097,-7820.6959,16.1642,JXD070120P01445000
SPX,1430.5,*,SXZ070120P01450000,,put,01/20/2007,01/19/2007,1450,20,21.8,25.8,0,2965,0.8897,-0.6873,0.0092,-7402.4266,15.3078,SXZ070120P01450000
SPX,1430.5,*,SXZ070120P01455000,,put,01/20/2007,01/19/2007,1455,27.5,26.8,30.8,0,66,0.8907,-0.7309,0.0086,-6900.7087,14.269,SXZ070120P01455000
SPX,1430.5,*,JXD070120P01460000,,put,01/20/2007,01/19/2007,1460,0,26.4,30.4,0,0,0.8923,-0.7709,0.0079,-6338.3308,13.099,JXD070120P01460000
SPX,1430.5,*,SXZ070120P01465000,,put,01/20/2007,01/19/2007,1465,39.5,36.8,40.8,0,217,0.8947,-0.8068,0.0071,-5742.0208,11.8525,SXZ070120P01465000
SPX,1430.5,*,SXZ070120P01470000,,put,01/20/2007,01/19/2007,1470,44,41.8,45.8,0,3,0.8977,-0.8386,0.0063,-5132.7157,10.5786,SXZ070120P01470000
SPX,1430.5,*,SXZ070120P01475000,,put,01/20/2007,01/19/2007,1475,44.3,46.8,50.8,0,247,0.9013,-0.8663,0.0055,-4530.8317,9.3215,SXZ070120P01475000
SPX,1430.5,*,SXZ070120P01480000,,put,01/20/2007,01/19/2007,1480,0,51.8,55.8,0,0,0.9057,-0.8902,0.0048,-3955.3844,8.1199,SXZ070120P01480000
SPX,1430.5,*,SXZ070120P01485000,,put,01/20/2007,01/19/2007,1485,58,56.7,60.7,0,100,0.9107,-0.9104,0.0041,-3416.5851,6.9983,SXZ070120P01485000
SPX,1430.5,*,SXZ070120P01490000,,put,01/20/2007,01/19/2007,1490,96.7,61.7,65.7,0,2,0.9163,-0.9273,0.0035,-2922.8702,5.9744,SXZ070120P01490000
SPX,1430.5,*,SXZ070120P01495000,,put,01/20/2007,01/19/2007,1495,0,66.7,70.7,0,0,0.9227,-0.9413,0.0029,-2480.8708,5.0607,SXZ070120P01495000
SPX,1430.5,*,SXM070120P01500000,,put,01/20/2007,01/19/2007,1500,70,71.7,75.7,0,151,0.9227,-0.9541,0.0024,-2027.38,4.1655,SXM070120P01500000
SPX,1430.5,*,SXM070120P01510000,,put,01/20/2007,01/19/2007,1510,91.3,81.7,85.7,0,2,0.9227,-0.9728,0.0016,-1289.885,2.7095,SXM070120P01510000
SPX,1430.5,*,SXM070120P01525000,,put,01/20/2007,01/19/2007,1525,99.3,96.7,100.7,0,1,0.9227,-0.9887,0.0007,-568.9998,1.2864,SXM070120P01525000
SPX,1430.5,*,SXM070120P01550000,,put,01/20/2007,01/19/2007,1550,125.8,121.7,125.7,0,252,0.9227,-0.9979,0.0002,-62.2745,0.2874,SXM070120P01550000
SPX,1430.5,*,SXB070217C00900000,,call,02/17/2007,01/19/2007,900,0,530.1,532.1,0,0,0.106,0.9983,0,-16.6859,0,SXB070217C00900000
SPX,1430.5,*,SXB070217C00950000,,call,02/17/2007,01/19/2007,950,0,480.3,482.3,0,0,0.106,0.9983,0,-19.3548,0,SXB070217C00950000
SPX,1430.5,*,SPQ070217C01000000,,call,02/17/2007,01/19/2007,1000,0,430.5,432.5,0,0,0.106,0.9983,0,-22.0238,0,SPQ070217C01000000
SPX,1430.5,*,SPQ070217C01050000,,call,02/17/2007,01/19/2007,1050,380.8,380.7,382.7,0,40,0.106,0.9983,0,-24.6927,0,SPQ070217C01050000
SPX,1430.5,*,SPQ070217C01075000,,call,02/17/2007,01/19/2007,1075,0,355.8,357.8,0,0,0.106,0.9983,0,-26.0271,0,SPQ070217C01075000
SPX,1430.5,*,SPT070217C01100000,,call,02/17/2007,01/19/2007,1100,0,330.9,332.9,0,0,0.106,0.9983,0,-27.3616,0,SPT070217C01100000
SPX,1430.5,*,SPT070217C01150000,,call,02/17/2007,01/19/2007,1150,0,281.2,283.2,0,0,0.106,0.9983,0,-30.0305,0,SPT070217C01150000
SPX,1430.5,*,SPT070217C01175000,,call,02/17/2007,01/19/2007,1175,0,256.3,258.3,0,0,0.106,0.9983,0,-31.365,0,SPT070217C01175000
SPX,1430.5,*,SPT070217C01180000,,call,02/17/2007,01/19/2007,1180,0,251.4,253.4,0,0,0.106,0.9983,0,-31.6319,0,SPT070217C01180000
SPX,1430.5,*,SPT070217C01190000,,call,02/17/2007,01/19/2007,1190,0,241.4,243.4,0,0,0.106,0.9983,0,-32.1657,0,SPT070217C01190000
SPX,1430.5,*,SZP070217C01200000,,call,02/17/2007,01/19/2007,1200,233,231.5,233.5,0,100,0.106,0.9983,0,-32.6994,0,SZP070217C01200000
SPX,1430.5,*,SZP070217C01220000,,call,02/17/2007,01/19/2007,1220,212,211.6,213.6,0,14,0.106,0.9983,0,-33.767,0,SZP070217C01220000
SPX,1430.5,*,SZP070217C01225000,,call,02/17/2007,01/19/2007,1225,186.8,206.6,208.6,0,300,0.106,0.9983,0,-34.034,0.0001,SZP070217C01225000
SPX,1430.5,*,SZP070217C01230000,,call,02/17/2007,01/19/2007,1230,0,201.6,203.6,0,0,0.106,0.9983,0,-34.3009,0.0002,SZP070217C01230000
SPX,1430.5,*,SZP070217C01240000,,call,02/17/2007,01/19/2007,1240,174.9,191.7,193.7,0,75,0.106,0.9983,0,-34.8351,0.0008,SZP070217C01240000
SPX,1430.5,*,SZP070217C01250000,,call,02/17/2007,01/19/2007,1250,180.9,181.8,183.8,50,380,0.106,0.9983,0,-35.3703,0.003,SZP070217C01250000
SPX,1430.5,*,SZP070217C01255000,,call,02/17/2007,01/19/2007,1255,170,176.8,178.8,0,10,0.106,0.9983,0,-35.6389,0.0056,SZP070217C01255000
SPX,1430.5,*,SZP070217C01260000,,call,02/17/2007,01/19/2007,1260,0,171.9,173.9,0,0,0.106,0.9983,0,-35.9088,0.0101,SZP070217C01260000
SPX,1430.5,*,SZP070217C01265000,,call,02/17/2007,01/19/2007,1265,161,166.9,168.9,0,7,0.106,0.9983,0,-36.1809,0.0181,SZP070217C01265000
SPX,1430.5,*,SZP070217C01270000,,call,02/17/2007,01/19/2007,1270,0,162,164,0,0,0.106,0.9983,0,-36.4567,0.0317,SZP070217C01270000
SPX,1430.5,*,SZP070217C01275000,,call,02/17/2007,01/19/2007,1275,160.4,157,159,0,119,0.106,0.9983,0,-36.7385,0.0544,SZP070217C01275000
SPX,1430.5,*,SZP070217C01280000,,call,02/17/2007,01/19/2007,1280,150.6,152.1,154.1,0,280,0.106,0.9982,0,-37.0297,0.0916,SZP070217C01280000
SPX,1430.5,*,SZP070217C01285000,,call,02/17/2007,01/19/2007,1285,0,147.2,149.2,0,0,0.106,0.9982,0,-37.3355,0.1512,SZP070217C01285000
SPX,1430.5,*,SZP070217C01290000,,call,02/17/2007,01/19/2007,1290,141.5,142.2,144.2,24,188,0.106,0.9981,0,-37.6633,0.2448,SZP070217C01290000
SPX,1430.5,*,SZP070217C01295000,,call,02/17/2007,01/19/2007,1295,118.1,137.3,139.3,0,10,0.106,0.998,0,-38.0239,0.3888,SZP070217C01295000
SPX,1430.5,*,SXY070217C01300000,,call,02/17/2007,01/19/2007,1300,113.8,132.4,134.4,0,421,0.106,0.9979,0,-38.4318,0.6061,SXY070217C01300000
SPX,1430.5,*,SXY070217C01305000,,call,02/17/2007,01/19/2007,1305,121.8,127.5,129.5,0,85,0.106,0.9976,0.0001,-38.9067,0.9274,SXY070217C01305000
SPX,1430.5,*,SXY070217C01310000,,call,02/17/2007,01/19/2007,1310,0,122.5,124.5,0,0,0.106,0.9973,0.0001,-39.4744,1.3931,SXY070217C01310000
SPX,1430.5,*,SXY070217C01315000,,call,02/17/2007,01/19/2007,1315,101.9,117.6,119.6,0,50,0.106,0.9967,0.0001,-40.1678,2.0549,SXY070217C01315000
SPX,1430.5,*,SXY070217C01320000,,call,02/17/2007,01/19/2007,1320,116,112.7,114.7,0,1,0.106,0.9959,0.0002,-41.0272,2.9768,SXY070217C01320000
SPX,1430.5,*,SXY070217C01325000,,call,02/17/2007,01/19/2007,1325,108,107.8,109.8,0,168,0.106,0.9948,0.0003,-42.1011,4.2362,SXY070217C01325000
SPX,1430.5,*,SXY070217C01330000,,call,02/17/2007,01/19/2007,1330,106,102.9,104.9,0,5,0.106,0.9931,0.0004,-43.4455,5.9231,SXY070217C01330000
SPX,1430.5,*,SXY070217C01335000,,call,02/17/2007,01/19/2007,1335,0,98,100,0,0,0.106,0.9909,0.0005,-45.1226,8.1387,SXY070217C01335000
SPX,1430.5,*,SXY070217C01340000,,call,02/17/2007,01/19/2007,1340,93.5,93.2,95.2,24,28,0.106,0.9879,0.0007,-47.1983,10.9918,SXY070217C01340000
SPX,1430.5,*,SXY070217C01345000,,call,02/17/2007,01/19/2007,1345,83.1,88.3,90.3,0,250,0.106,0.9839,0.0009,-49.7389,14.5942,SXY070217C01345000
SPX,1430.5,*,SXY070217C01350000,,call,02/17/2007,01/19/2007,1350,80.7,83.5,85.5,0,8407,0.106,0.9786,0.0011,-52.8063,19.053,SXY070217C01350000
SPX,1430.5,*,SXY070217C01355000,,call,02/17/2007,01/19/2007,1355,80.7,78.7,80.7,3,45,0.106,0.9718,0.0015,-56.4519,24.4626,SXY070217C01355000
SPX,1430.5,*,SXY070217C01360000,,call,02/17/2007,01/19/2007,1360,74,73.9,75.9,0,275,0.106,0.9631,0.0018,-60.7104,30.894,SXY070217C01360000
SPX,1430.5,*,SXY070217C01365000,,call,02/17/2007,01/19/2007,1365,67.1,69.2,71.2,2,93,0.106,0.9524,0.0023,-65.5924,38.3845,SXY070217C01365000
SPX,1430.5,*,SXY070217C01370000,,call,02/17/2007,01/19/2007,1370,67,64.5,66.5,7,215,0.1053,0.9403,0.0028,-70.4189,46.1846,SXY070217C01370000
SPX,1430.5,*,SXY070217C01375000,,call,02/17/2007,01/19/2007,1375,60.5,59.8,61.8,24,8384,0.1045,0.926,0.0033,-75.6035,54.8328,SXY070217C01375000
SPX,1430.5,*,SXY070217C01380000,,call,02/17/2007,01/19/2007,1380,57,55.2,57.2,10,1702,0.1038,0.9087,0.0039,-81.2755,64.4907,SXY070217C01380000
SPX,1430.5,*,SXY070217C01385000,,call,02/17/2007,01/19/2007,1385,52,50.7,52.7,0,1356,0.1031,0.8882,0.0046,-87.2401,74.9405,SXY070217C01385000
SPX,1430.5,*,SXY070217C01390000,,call,02/17/2007,01/19/2007,1390,47,46.2,48.2,2126,2036,0.1023,0.8646,0.0053,-93.2481,85.908,SXY070217C01390000
SPX,1430.5,*,SXY070217C01395000,,call,02/17/2007,01/19/2007,1395,44,41.8,43.8,143,1324,0.1015,0.8374,0.006,-99.2335,97.2735,SXY070217C01395000
SPX,1430.5,*,SXZ070217C01400000,,call,02/17/2007,01/19/2007,1400,38.6,37.5,39.5,2614,60229,0.1007,0.8064,0.0068,-104.9907,108.7424,SXZ070217C01400000
SPX,1430.5,*,SXZ070217C01405000,,call,02/17/2007,01/19/2007,1405,34.7,33.4,35.4,0,597,0.0999,0.7716,0.0076,-110.2856,119.9599,SXZ070217C01405000
SPX,1430.5,*,SXZ070217C01410000,,call,02/17/2007,01/19/2007,1410,30.4,29.3,31.3,1194,8080,0.0991,0.7329,0.0083,-114.8656,130.5228,SXZ070217C01410000
SPX,1430.5,*,SXZ070217C01415000,,call,02/17/2007,01/19/2007,1415,26.5,25.5,27.5,152,13727,0.0983,0.6907,0.009,-118.4728,139.9968,SXZ070217C01415000
SPX,1430.5,*,SXZ070217C01420000,,call,02/17/2007,01/19/2007,1420,22.9,21.8,23.8,937,15893,0.0974,0.6453,0.0096,-120.7599,147.9214,SXZ070217C01420000
SPX,1430.5,*,SXZ070217C01425000,,call,02/17/2007,01/19/2007,1425,19.4,18.5,19.5,3927,61053,0.0965,0.5969,0.01,-121.6138,153.9201,SXZ070217C01425000
SPX,1430.5,*,SXZ070217C01430000,,call,02/17/2007,01/19/2007,1430,16,16,16.4,5580,18836,0.0956,0.5463,0.0104,-120.8626,157.6167,SXZ070217C01430000
SPX,1430.5,*,SXZ070217C01435000,,call,02/17/2007,01/19/2007,1435,13,13.3,13.5,11318,26264,0.0947,0.4941,0.0106,-118.4001,158.7175,SXZ070217C01435000
SPX,1430.5,*,SXZ070217C01440000,,call,02/17/2007,01/19/2007,1440,10.3,9.9,10.9,2551,13122,0.0938,0.4411,0.0105,-114.2011,157.0428,SXZ070217C01440000
SPX,1430.5,*,SXZ070217C01445000,,call,02/17/2007,01/19/2007,1445,8,7.5,8.5,3775,8166,0.0929,0.3884,0.0103,-108.3315,152.5514,SXZ070217C01445000
SPX,1430.5,*,SXZ070217C01450000,,call,02/17/2007,01/19/2007,1450,6,5.8,6.2,6229,48886,0.0919,0.3366,0.01,-100.8326,145.3268,SXZ070217C01450000
SPX,1430.5,*,SXZ070217C01455000,,call,02/17/2007,01/19/2007,1455,4.2,4,4.3,588,3118,0.091,0.2872,0.0094,-92.1819,135.6771,SXZ070217C01455000
SPX,1430.5,*,SXZ070217C01460000,,call,02/17/2007,01/19/2007,1460,3,2.7,3.1,2220,12646,0.09,0.2404,0.0087,-82.4585,123.9303,SXZ070217C01460000
SPX,1430.5,*,SXZ070217C01465000,,call,02/17/2007,01/19/2007,1465,1.9,1.9,2.2,914,9819,0.089,0.1974,0.0078,-72.1578,110.6413,SXZ070217C01465000
SPX,1430.5,*,SXZ070217C01470000,,call,02/17/2007,01/19/2007,1470,1.3,1.1,1.4,3947,12962,0.088,0.1587,0.0069,-61.6835,96.4188,SXZ070217C01470000
SPX,1430.5,*,SXZ070217C01475000,,call,02/17/2007,01/19/2007,1475,0.8,0.7,0.95,3986,23046,0.087,0.1248,0.0059,-51.4329,81.9048,SXZ070217C01475000
SPX,1430.5,*,SXZ070217C01480000,,call,02/17/2007,01/19/2007,1480,0.5,0.5,0.55,4149,11927,0.0859,0.0955,0.005,-41.6345,67.5834,SXZ070217C01480000
SPX,1430.5,*,SXZ070217C01485000,,call,02/17/2007,01/19/2007,1485,0.35,0.3,0.4,8091,7932,0.0849,0.0713,0.004,-32.8519,54.2734,SXZ070217C01485000
SPX,1430.5,*,SXZ070217C01490000,,call,02/17/2007,01/19/2007,1490,0.25,0.2,0.3,39273,15318,0.0838,0.0516,0.0032,-25.0468,42.1452,SXZ070217C01490000
SPX,1430.5,*,SXZ070217C01495000,,call,02/17/2007,01/19/2007,1495,0.25,0.1,0.25,683,3644,0.0827,0.0362,0.0024,-18.4695,31.6442,SXZ070217C01495000
SPX,1430.5,*,SXM070217C01500000,,call,02/17/2007,01/19/2007,1500,0.2,0.15,0.2,1470,21222,0.0816,0.0245,0.0018,-13.1422,22.9217,SXM070217C01500000
SPX,1430.5,*,SXM070217C01505000,,call,02/17/2007,01/19/2007,1505,0.1,0.1,0.25,7,1686,0.0805,0.016,0.0012,-9.0015,15.9792,SXM070217C01505000
SPX,1430.5,*,SXM070217C01510000,,call,02/17/2007,01/19/2007,1510,0.1,0.05,0.25,5264,2092,0.0794,0.0101,0.0008,-5.9189,10.6925,SXM070217C01510000
SPX,1430.5,*,SXM070217C01515000,,call,02/17/2007,01/19/2007,1515,0.1,0.05,0.25,36904,2583,0.0782,0.006,0.0005,-3.6909,6.7932,SXM070217C01515000
SPX,1430.5,*,SXM070217C01520000,,call,02/17/2007,01/19/2007,1520,0.15,0.05,0.15,35,1593,0.0782,0.0039,0.0004,-2.4878,4.5943,SXM070217C01520000
SPX,1430.5,*,SXM070217C01525000,,call,02/17/2007,01/19/2007,1525,0.1,0.05,0.15,1328,21588,0.0782,0.0025,0.0002,-1.6417,3.0412,SXM070217C01525000
SPX,1430.5,*,SXM070217C01530000,,call,02/17/2007,01/19/2007,1530,0.1,0,0.25,0,40,0.0782,0.0015,0.0002,-1.0609,1.9708,SXM070217C01530000
SPX,1430.5,*,SXM070217C01550000,,call,02/17/2007,01/19/2007,1550,0.05,0,0.1,1,10217,0.0782,0.0002,0,-0.1505,0.2822,SXM070217C01550000
SPX,1430.5,*,SXB070217P00900000,,put,02/17/2007,01/19/2007,900,0.05,0,0.1,0,60,0.1598,0,0,0,0,SXB070217P00900000
SPX,1430.5,*,SXB070217P00950000,,put,02/17/2007,01/19/2007,950,0.05,0,0.05,0,8055,0.1598,0,0,0,0,SXB070217P00950000
SPX,1430.5,*,SPQ070217P01000000,,put,02/17/2007,01/19/2007,1000,0,0,0.25,0,0,0.1598,0,0,0,0,SPQ070217P01000000
SPX,1430.5,*,SPQ070217P01050000,,put,02/17/2007,01/19/2007,1050,0.05,0,0.25,0,11246,0.1598,0,0,0,0,SPQ070217P01050000
SPX,1430.5,*,SPQ070217P01075000,,put,02/17/2007,01/19/2007,1075,0,0,0.25,0,0,0.1598,0,0,0,0,SPQ070217P01075000
